# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Sun, 12-Nov-2023 06:21:53
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000002082	csnk2a1	103.0	110.0	148.0	137.0	112.0	161.0	185.0	173.0	127.0	106.0	112.0	100.0	77.0	79.0	67.0	62.0	51.0	44.0
ENSDARG00000002084	lamb2			0.2						2.0	4.0	13.0	37.0	48.0	43.0	38.0	38.0	34.0	26.0
ENSDARG00000002127	stam	221.0	214.0	159.0	162.0	66.0	21.0	21.0	38.0	31.0	33.0	39.0	38.0	37.0	46.0	43.0	37.0	33.0	29.0
ENSDARG00000002128	cwf19l1	119.0	127.0	126.0	108.0	128.0	101.0	74.0	59.0	66.0	57.0	56.0	37.0	26.0	31.0	20.0	15.0	14.0	13.0
ENSDARG00000002131	celf2	0.7	1.0	3.0	4.0	2.0	0.7	0.2		2.0	6.0	14.0	20.0	30.0	40.0	38.0	38.0	40.0	40.0
ENSDARG00000002165	psme1	15.0	18.0	11.0	32.0	11.0	21.0	5.0	7.0	11.0	2.0	2.0	2.0		0.9	0.9	6.0	14.0	11.0
ENSDARG00000002167	cacnb1	7.0	13.0	14.0	9.0	10.0	6.0	2.0	2.0	4.0	4.0	7.0	9.0	11.0	13.0	11.0	15.0	15.0	14.0
ENSDARG00000002168	tra2b	130.0	133.0	111.0	114.0	144.0	171.0	170.0	135.0	88.0	94.0	93.0	72.0	64.0	67.0	52.0	40.0	39.0	41.0
ENSDARG00000002172	aplnra					111.0	166.0	184.0	133.0	65.0	48.0	36.0	36.0	26.0	24.0	18.0	18.0	20.0	20.0
ENSDARG00000002174	itfg2	2.0	2.0	16.0	21.0	10.0	3.0	4.0	4.0	9.0	10.0	12.0	11.0	12.0	10.0	9.0	11.0	10.0	9.0
ENSDARG00000002184	igbp1	11.0	32.0	131.0	169.0	127.0	54.0	35.0	40.0	56.0	50.0	46.0	30.0	32.0	42.0	29.0	27.0	23.0	20.0
ENSDARG00000002190	chmp2bb	245.0	246.0	162.0	181.0	197.0	184.0	128.0	89.0	57.0	52.0	65.0	76.0	71.0	62.0	66.0	83.0	75.0	66.0
ENSDARG00000002192	aspn												1.0	1.0	3.0	7.0	23.0	31.0	22.0
ENSDARG00000002193	rho											0.5	0.7	1.0	0.7	7.0	1701.0	2163.0	2145.0
ENSDARG00000002194	rhd										0.4	0.5	2.0	2.0	4.0	4.0	2.0	0.5	1.0
ENSDARG00000002196	bach1b					0.1	1.0	3.0	7.0	6.0	5.0	8.0	7.0	7.0	5.0	6.0	8.0	9.0	11.0
ENSDARG00000002197	pygl	4.0	10.0	74.0	69.0	56.0	24.0	19.0	8.0	4.0	4.0	4.0	3.0	3.0	4.0	22.0	69.0	78.0	58.0
ENSDARG00000002204	hspb11										0.9	17.0	25.0	23.0	10.0	27.0	40.0	43.0	41.0
ENSDARG00000002210	stk25a		0.9	4.0	8.0	4.0	3.0	3.0	2.0	5.0	3.0	5.0	3.0	3.0	2.0	5.0	11.0	11.0	10.0
ENSDARG00000002213	invs	5.0	4.0	8.0	5.0	3.0	1.0	2.0	4.0	7.0	6.0	6.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0
ENSDARG00000002215	rtca	45.0	41.0	112.0	90.0	72.0	136.0	216.0	265.0	151.0	123.0	119.0	99.0	93.0	111.0	61.0	21.0	16.0	15.0
ENSDARG00000002216	tbx3a						1.0	7.0	16.0	29.0	21.0	19.0	19.0	17.0	14.0	17.0	20.0	17.0	16.0
ENSDARG00000002217	scocb		1.0	3.0	5.0	5.0	14.0	21.0	40.0	49.0	39.0	33.0	33.0	34.0	37.0	52.0	57.0	52.0	48.0
ENSDARG00000002219	si:dkey-103j14.5												0.2	0.5	0.5	0.5	2.0	9.0	11.0
ENSDARG00000002220	C5H9orf78	14.0	22.0	111.0	131.0	86.0	111.0	145.0	130.0	76.0	63.0	56.0	49.0	43.0	38.0	37.0	30.0	29.0	23.0
ENSDARG00000002230	sypb					0.2	0.7	1.0	1.0	7.0	3.0	3.0	3.0	6.0	12.0	20.0	113.0	85.0	73.0
ENSDARG00000002231	plpp2a	0.7	2.0	13.0	17.0	12.0	5.0	0.8				0.7	1.0	2.0	2.0	2.0	3.0	7.0	6.0
ENSDARG00000002235	mmp14a	1.0	2.0	0.3	0.6	3.0	3.0	2.0	1.0	10.0	16.0	20.0	24.0	23.0	23.0	26.0	49.0	49.0	38.0
ENSDARG00000002240	psmb6		0.7	2.0	3.0	18.0	83.0	130.0	176.0	227.0	250.0	228.0	190.0	167.0	196.0	137.0	106.0	86.0	70.0
ENSDARG00000002241	kcna2a						3.0	3.0	3.0								1.0	3.0	3.0
ENSDARG00000002249	tbxas1	2.0	2.0	4.0	4.0	3.0	2.0	1.0		1.0	1.0	2.0	2.0	3.0	3.0	6.0	9.0	14.0	25.0
ENSDARG00000002255	epb41l3a	1.0	3.0	9.0	6.0	9.0	6.0	4.0	4.0	4.0	3.0	8.0	9.0	12.0	16.0	20.0	33.0	29.0	25.0
ENSDARG00000002259	ca15c															0.6	0.5	3.0	4.0
ENSDARG00000002264	mrpl41			13.0	14.0	7.0	19.0	23.0	47.0	55.0	48.0	49.0	36.0	46.0	58.0	42.0	43.0	47.0	29.0
ENSDARG00000002267	dcaf13	56.0	33.0	171.0	165.0	188.0	177.0	165.0	121.0	108.0	95.0	81.0	48.0	34.0	33.0	23.0	23.0	20.0	20.0
ENSDARG00000002271	zfand5b	144.0	122.0	730.0	735.0	513.0	328.0	282.0	169.0	65.0	60.0	67.0	65.0	64.0	75.0	72.0	90.0	74.0	93.0
ENSDARG00000002285	mcoln1a	7.0	20.0	45.0	38.0	29.0	26.0	13.0	11.0	14.0	11.0	13.0	12.0	11.0	12.0	12.0	16.0	13.0	11.0
ENSDARG00000002295	si:dkey-21p1.3											0.1				0.7	2.0	3.0	2.0
ENSDARG00000002298	ankrd22	9.0	25.0	72.0	72.0	33.0	4.0	0.8	4.0	2.0	1.0	1.0	2.0	5.0	2.0	4.0	10.0	5.0	5.0
ENSDARG00000002299	arsh							0.4	1.0	2.0	2.0	3.0	5.0	5.0	3.0	3.0	5.0	6.0	5.0
ENSDARG00000002300	p2rx2										0.3					0.3	2.0	2.0	2.0
ENSDARG00000002304	gins2	531.0	341.0	95.0	112.0	55.0	19.0	14.0	14.0	36.0	63.0	54.0	48.0	47.0	31.0	18.0	11.0	11.0	6.0
ENSDARG00000002305	me3	385.0	288.0	240.0	197.0	158.0	31.0	11.0	5.0	15.0	22.0	33.0	49.0	50.0	57.0	58.0	66.0	69.0	62.0
ENSDARG00000002311	fabp11b													8.0	10.0	64.0	60.0	33.0	12.0
ENSDARG00000002330	lhx8a	9.0	9.0	38.0	41.0	14.0	2.0	1.0					0.5	2.0	3.0	4.0	7.0	4.0	4.0
ENSDARG00000002332	frmd6	1.0	3.0	27.0	35.0	22.0	20.0	19.0	21.0	21.0	17.0	16.0	15.0	15.0	14.0	12.0	10.0	10.0	11.0
ENSDARG00000002333	fam102bb	2.0	7.0	23.0	21.0	6.0	1.0	1.0	3.0	8.0	5.0	6.0	8.0	8.0	12.0	7.0	10.0	18.0	18.0
ENSDARG00000002336	dlc					0.3	58.0	80.0	91.0	97.0	73.0	48.0	36.0	40.0	68.0	30.0	20.0	19.0	21.0
ENSDARG00000002339	sgf29	10.0	14.0	62.0	69.0	29.0	25.0	28.0	34.0	28.0	22.0	20.0	18.0	19.0	18.0	15.0	11.0	14.0	16.0
ENSDARG00000002344	tubb4b	1251.0	734.0	658.0	673.0	724.0	414.0	555.0	665.0	1141.0	1211.0	1367.0	1345.0	1348.0	1652.0	1362.0	1187.0	846.0	721.0
ENSDARG00000002347	cyp11a1	105.0	226.0	92.0	105.0	110.0	58.0	52.0	40.0	16.0	5.0	4.0	8.0	0.6					
ENSDARG00000002353	tagapa				1.0	26.0	22.0	17.0	5.0	0.9	2.0	0.6	0.5	0.3	0.7	0.6	0.9	1.0	1.0
ENSDARG00000002355	shpk		2.0	5.0	6.0	3.0	2.0	3.0	4.0	2.0	2.0	2.0	1.0	0.7	1.0	1.0	2.0	4.0	2.0
ENSDARG00000002362	ubald1a	46.0	44.0	15.0	10.0	11.0	19.0	29.0	39.0	28.0	19.0	16.0	16.0	19.0	23.0	30.0	38.0	37.0	44.0
ENSDARG00000002365	cers5	240.0	231.0	88.0	82.0	54.0	36.0	29.0	32.0	36.0	30.0	36.0	40.0	40.0	26.0	26.0	27.0	27.0	24.0
ENSDARG00000002369	UBB	326.0	238.0	409.0	379.0	367.0	566.0	752.0	399.0	247.0	206.0	207.0	244.0	206.0	213.0	179.0	151.0	130.0	137.0
ENSDARG00000002377	mief2	72.0	63.0	117.0	108.0	65.0	26.0	23.0	26.0	14.0	10.0	14.0	14.0	15.0	15.0	13.0	11.0	14.0	13.0
ENSDARG00000002385	atm	2.0	2.0	9.0	11.0	2.0	0.4	0.7	2.0	5.0	4.0	5.0	6.0	4.0	4.0	3.0	3.0	3.0	3.0
ENSDARG00000002391	tlcd1															2.0	8.0	13.0	14.0
ENSDARG00000002394	ugt5d1																9.0	19.0	8.0
ENSDARG00000002396	cry-dash	22.0	40.0	146.0	134.0	81.0	19.0	19.0	24.0	19.0	34.0	39.0	23.0	8.0	12.0	6.0	12.0	12.0	17.0
ENSDARG00000002401	gale	4.0	6.0	37.0	41.0	41.0	32.0	15.0	10.0	9.0	11.0	18.0	21.0	16.0	12.0	10.0	8.0	8.0	3.0
ENSDARG00000002402	ercc3	4.0	6.0	31.0	33.0	28.0	35.0	32.0	32.0	30.0	24.0	29.0	30.0	23.0	22.0	21.0	16.0	18.0	13.0
ENSDARG00000002403	nusap1	103.0	90.0	328.0	297.0	113.0	226.0	356.0	296.0	191.0	177.0	175.0	180.0	165.0	150.0	112.0	43.0	40.0	31.0
ENSDARG00000002405	si:ch211-225b11.1			1.0	0.5	2.0		0.3		2.0	5.0	11.0	7.0	5.0	7.0	4.0	9.0	8.0	7.0
ENSDARG00000002406	zmynd10		1.0	7.0	6.0	2.0	1.0			1.0	3.0	4.0	2.0	2.0	2.0	0.7	2.0	0.7	0.8
ENSDARG00000002411	pde4cb						0.3		0.3	2.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0
ENSDARG00000002445	prdm1a				0.2		7.0	29.0	93.0	57.0	35.0	38.0	30.0	17.0	11.0	22.0	10.0	9.0	9.0
ENSDARG00000002463	arhgef37	18.0	54.0	60.0	59.0	26.0	19.0	14.0	12.0	8.0	7.0	7.0	7.0	4.0	3.0	3.0	2.0	4.0	4.0
ENSDARG00000002467	rdh14b	16.0	29.0	75.0	75.0	64.0	17.0	12.0	21.0	24.0	24.0	24.0	16.0	10.0	12.0	12.0	16.0	17.0	18.0
ENSDARG00000002479	ercc6l	11.0	16.0	81.0	85.0	79.0	94.0	96.0	74.0	31.0	24.0	33.0	44.0	34.0	25.0	15.0	9.0	8.0	5.0
ENSDARG00000002483	wnt7ab									6.0	3.0	2.0	1.0	1.0	0.6	1.0	2.0	1.0	3.0
ENSDARG00000002487	noc3l	0.3	1.0	7.0	8.0	13.0	42.0	79.0	102.0	101.0	83.0	75.0	54.0	30.0	26.0	17.0	16.0	14.0	15.0
ENSDARG00000002494	itgb6	0.7	1.0	10.0	10.0	3.0	0.2			1.0	2.0	4.0	5.0	2.0	3.0	4.0	5.0	4.0	5.0
ENSDARG00000002506	C7H16orf87	136.0	166.0	98.0	68.0	55.0	119.0	121.0	113.0	50.0	63.0	67.0	63.0	59.0	57.0	52.0	42.0	39.0	33.0
ENSDARG00000002507	itga10					0.3	0.4	1.0	2.0	0.2	1.0	2.0	2.0	1.0	2.0	2.0	5.0	4.0	4.0
ENSDARG00000002508	ankrd33ab									0.7	0.7	0.7					3.0	0.9	2.0
ENSDARG00000002509	zgc:153911	3.0	3.0	6.0	11.0	25.0	36.0	13.0	5.0	1.0	2.0		2.0	2.0	0.7	0.6	3.0	2.0	2.0
ENSDARG00000002510	dmbx1b									4.0	5.0	8.0	5.0	3.0	3.0	4.0	3.0	4.0	3.0
ENSDARG00000002523	hsdl2	69.0	55.0	36.0	35.0	30.0	30.0	32.0	27.0	37.0	34.0	41.0	43.0	38.0	34.0	27.0	34.0	42.0	26.0
ENSDARG00000002533	adora2b					1.0				3.0	1.0	2.0	3.0	2.0	2.0	0.6	1.0	1.0	1.0
ENSDARG00000002536	tm9sf4	127.0	208.0	245.0	204.0	189.0	179.0	148.0	126.0	72.0	47.0	52.0	63.0	46.0	36.0	32.0	37.0	33.0	27.0
ENSDARG00000002538	smu1a	219.0	175.0	165.0	128.0	132.0	188.0	223.0	194.0	119.0	102.0	95.0	75.0	56.0	66.0	54.0	36.0	32.0	26.0
ENSDARG00000002546	rundc3ab	12.0	34.0	32.0	44.0	28.0	10.0	8.0	0.7	0.6	2.0	5.0	5.0	9.0	18.0	32.0	34.0	26.0	26.0
ENSDARG00000002549	eif3eb	10.0	7.0	17.0	22.0	18.0	9.0	8.0	1.0	3.0	4.0	5.0	5.0	6.0	5.0	3.0	5.0	5.0	5.0
ENSDARG00000002552	mapkapk2a	114.0	130.0	251.0	243.0	202.0	142.0	117.0	124.0	95.0	79.0	80.0	75.0	66.0	55.0	38.0	36.0	32.0	27.0
ENSDARG00000002564	syngr1a	2.0	4.0	3.0	2.0	2.0	1.0				0.6	5.0	17.0	25.0	30.0	32.0	50.0	51.0	55.0
ENSDARG00000002571	tmod2	3.0	7.0	24.0	29.0	18.0	15.0	8.0	10.0	11.0	6.0	10.0	13.0	15.0	12.0	14.0	15.0	16.0	12.0
ENSDARG00000002576	cabp5a									2.0	0.5	0.5					4.0	4.0	5.0
ENSDARG00000002582	tbx15			0.1		0.2	0.1	0.2	0.2	0.8	1.0	2.0	4.0	5.0	7.0	8.0	7.0	6.0	5.0
ENSDARG00000002587	dpysl3				0.2	0.7	1.0	0.9	1.0	9.0	20.0	34.0	35.0	62.0	131.0	163.0	119.0	100.0	88.0
ENSDARG00000002589	mylpfb	1.0	2.0	1.0	3.0	4.0	1.0	1.0	2.0	3.0	2.0	16.0	266.0	1336.0	2014.0	3652.0	3880.0	3078.0	2463.0
ENSDARG00000002591	ruvbl1	354.0	342.0	273.0	241.0	133.0	146.0	181.0	193.0	187.0	149.0	142.0	123.0	99.0	93.0	64.0	50.0	41.0	28.0
ENSDARG00000002593	slc45a2							0.5				8.0	27.0	34.0	38.0	52.0	34.0	29.0	30.0
ENSDARG00000002597	pabpc1l	85.0	235.0	176.0	113.0	98.0	44.0	11.0	3.0	1.0	0.6								
ENSDARG00000002600	pcsk1						0.4		0.4				0.1	1.0	0.9	2.0	10.0	19.0	19.0
ENSDARG00000002601	irx7				41.0	128.0	77.0	153.0	268.0	121.0	46.0	28.0	16.0	9.0	10.0	13.0	9.0	6.0	7.0
ENSDARG00000002607	unm_sa1614	0.2		0.5		0.2				0.1	0.2	0.9	1.0	2.0	5.0	6.0	6.0	6.0	8.0
ENSDARG00000002609	rnf145a	0.3	2.0	6.0	3.0	5.0	3.0	3.0	12.0	30.0	16.0	12.0	8.0	7.0	11.0	9.0	10.0	9.0	10.0
ENSDARG00000002613	rpa3	436.0	409.0	200.0	295.0	234.0	223.0	142.0	81.0	109.0	124.0	120.0	113.0	104.0	83.0	52.0	32.0	29.0	20.0
ENSDARG00000002632	anxa11b	9.0	18.0	52.0	43.0	40.0	47.0	44.0	30.0	51.0	65.0	93.0	110.0	117.0	91.0	106.0	110.0	108.0	96.0
ENSDARG00000002634	b4galt1					0.8	22.0	25.0	30.0	13.0	7.0	10.0	12.0	16.0	7.0	21.0	24.0	17.0	15.0
ENSDARG00000002635	FAM184A												0.8	1.0	2.0	4.0	14.0	12.0	17.0
ENSDARG00000002642	sh3gl1b	19.0	20.0	27.0	24.0	16.0	10.0	13.0	16.0	26.0	21.0	28.0	26.0	22.0	17.0	15.0	15.0	17.0	15.0
ENSDARG00000002644	rgs5a					4.0	3.0	4.0	3.0	0.9	0.9	2.0	4.0	5.0	2.0	5.0	29.0	43.0	41.0
ENSDARG00000002656	stxbp5a		0.1	1.0	1.0	1.0	0.2			0.6	0.8	1.0	1.0	2.0	4.0	5.0	13.0	15.0	16.0
ENSDARG00000002659	mapre1b	65.0	138.0	200.0	209.0	224.0	272.0	249.0	207.0	196.0	177.0	183.0	140.0	126.0	162.0	120.0	86.0	59.0	38.0
ENSDARG00000002663	optn	6.0	7.0	12.0	14.0	3.0	0.4	0.5	2.0	11.0	9.0	13.0	21.0	17.0	12.0	11.0	16.0	20.0	17.0
ENSDARG00000002666	kcnj1b	10.0	19.0	39.0	37.0	37.0	17.0	11.0	8.0	4.0	3.0	3.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0
ENSDARG00000002670	ATG14	112.0	95.0	76.0	73.0	58.0	25.0	23.0	23.0	25.0	24.0	23.0	16.0	17.0	20.0	17.0	14.0	19.0	20.0
ENSDARG00000002682	tbcela	0.5	1.0	7.0	8.0	5.0	2.0	1.0	2.0	2.0	2.0	4.0	3.0	4.0	6.0	6.0	8.0	10.0	11.0
ENSDARG00000002685	fam113	133.0	126.0	105.0	95.0	74.0	26.0	11.0	1.0	0.4	0.4								
ENSDARG00000002690	rabif	7.0	12.0	18.0	38.0	13.0	10.0	13.0	15.0	27.0	28.0	24.0	25.0	30.0	26.0	25.0	20.0	16.0	9.0
ENSDARG00000002696	gnb3b	0.6	1.0	0.8		2.0	0.7	2.0	0.4	0.3	0.3					0.4	495.0	655.0	560.0
ENSDARG00000002701	rasl12						0.3	0.1		0.2		0.4	0.2			0.5	1.0	1.0	1.0
ENSDARG00000002707	her11				13.0	82.0	22.0	15.0	41.0	30.0	12.0	10.0	4.0	1.0	0.7				
ENSDARG00000002710	ncl	97.0	178.0	754.0	768.0	935.0	1611.0	1798.0	1998.0	1752.0	1181.0	1031.0	714.0	382.0	398.0	218.0	234.0	209.0	241.0
ENSDARG00000002720	utp15	15.0	20.0	59.0	55.0	68.0	117.0	150.0	134.0	105.0	97.0	84.0	57.0	34.0	35.0	19.0	17.0	15.0	16.0
ENSDARG00000002728	kiss1ra																	2.0	2.0
ENSDARG00000002731	sdc2	9.0	12.0	44.0	52.0	45.0	44.0	38.0	49.0	65.0	43.0	66.0	105.0	102.0	69.0	93.0	117.0	139.0	122.0
ENSDARG00000002732	spon2b									0.4			2.0	0.7	2.0	5.0	20.0	23.0	17.0
ENSDARG00000002745	tdh	4.0	15.0	84.0	98.0	57.0	38.0	72.0	123.0	98.0	77.0	82.0	90.0	105.0	97.0	105.0	126.0	137.0	299.0
ENSDARG00000002748	sema6d	7.0	13.0	28.0	26.0	21.0	7.0	8.0	11.0	15.0	14.0	9.0	10.0	6.0	8.0	7.0	13.0	14.0	17.0
ENSDARG00000002750	phf20a	2.0	3.0	20.0	12.0	11.0	8.0	7.0	8.0	7.0	5.0	7.0	7.0	7.0	11.0	12.0	6.0	6.0	6.0
ENSDARG00000002754	pdcd2l	24.0	13.0	7.0	7.0	6.0	7.0	12.0	18.0	30.0	27.0	26.0	22.0	14.0	9.0	8.0	7.0	11.0	10.0
ENSDARG00000002758	dedd1	37.0	52.0	39.0	30.0	20.0	25.0	26.0	30.0	27.0	33.0	32.0	19.0	21.0	28.0	32.0	48.0	72.0	138.0
ENSDARG00000002760	gdf5	1.0	3.0	6.0	4.0	2.0	0.3									1.0	3.0	3.0	3.0
ENSDARG00000002764	miox									0.7		3.0	11.0	14.0	5.0	15.0	18.0	30.0	41.0
ENSDARG00000002768	pvalb2	3.0	2.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	25.0	329.0	1767.0	3796.0	6641.0	9297.0	8794.0	9784.0
ENSDARG00000002771	SLC4A5										0.1	0.1		0.2	0.4		6.0	5.0	3.0
ENSDARG00000002779	pdx1	2.0	3.0	16.0	10.0	11.0	9.0	9.0	6.0	0.9	5.0	4.0	2.0	2.0	3.0	3.0	7.0	8.0	10.0
ENSDARG00000002787	tle3a	122.0	144.0	171.0	151.0	82.0	23.0	41.0	80.0	117.0	95.0	82.0	68.0	59.0	79.0	61.0	37.0	36.0	32.0
ENSDARG00000002790	ap2m1a	1.0	6.0	51.0	60.0	64.0	56.0	56.0	51.0	136.0	181.0	205.0	208.0	210.0	204.0	194.0	215.0	199.0	177.0
ENSDARG00000002791	atp1a1a.1	158.0	223.0	325.0	294.0	287.0	309.0	343.0	279.0	192.0	141.0	170.0	206.0	183.0	124.0	134.0	236.0	256.0	231.0
ENSDARG00000002792	arcn1a	48.0	65.0	192.0	204.0	202.0	139.0	90.0	67.0	88.0	67.0	76.0	73.0	64.0	52.0	53.0	53.0	37.0	26.0
ENSDARG00000002795	meis3			1.0		0.4	3.0	8.0	68.0	118.0	71.0	76.0	81.0	70.0	66.0	50.0	27.0	19.0	19.0
ENSDARG00000002797	BX908804.1									1.0		0.5	0.6						
ENSDARG00000002798	cog8	6.0	11.0	46.0	43.0	29.0	13.0	15.0	15.0	15.0	12.0	13.0	15.0	13.0	12.0	11.0	12.0	10.0	10.0
ENSDARG00000002816	rasgrf2b															0.2	0.8	2.0	3.0
ENSDARG00000002826	cep57l1	120.0	148.0	126.0	107.0	27.0	11.0	20.0	31.0	32.0	32.0	25.0	27.0	22.0	27.0	13.0	8.0	7.0	7.0
ENSDARG00000002830	trmt2a	21.0	38.0	77.0	61.0	61.0	19.0	7.0	2.0	24.0	27.0	37.0	24.0	14.0	17.0	9.0	9.0	8.0	9.0
ENSDARG00000002831	col4a4	0.4	0.6	0.9	0.3	0.5	0.2	0.1			0.3	2.0	5.0	5.0	3.0	2.0	2.0	2.0	1.0
ENSDARG00000002840	si:dkey-28b4.8	3.0	4.0	11.0	10.0	9.0	6.0	4.0	2.0	8.0	8.0	11.0	11.0	14.0	25.0	31.0	37.0	34.0	31.0
ENSDARG00000002847	fndc1	0.4	0.1	0.7	2.0	1.0	0.6	0.4	0.2		0.3	0.5	1.0	2.0	2.0	2.0	2.0	4.0	5.0
ENSDARG00000002872	zgc:113210	6.0	8.0	10.0	17.0	5.0	9.0	11.0	16.0	9.0	8.0	10.0	7.0	9.0	9.0	12.0	9.0	9.0	8.0
ENSDARG00000002877	reps1	30.0	72.0	91.0	96.0	41.0	13.0	12.0	15.0	20.0	16.0	19.0	17.0	16.0	17.0	13.0	13.0	15.0	17.0
ENSDARG00000002880	vps50	2.0	4.0	12.0	20.0	7.0	0.9	0.1	0.3	4.0	4.0	5.0	6.0	7.0	7.0	6.0	9.0	10.0	8.0
ENSDARG00000002894	aven	4.0	5.0	51.0	56.0	51.0	25.0	23.0	25.0	33.0	27.0	24.0	18.0	17.0	17.0	12.0	11.0	10.0	11.0
ENSDARG00000002897	si:ch211-160o17.2	0.3	1.0	1.0	1.0	3.0	0.7	0.7	0.7	4.0	3.0	4.0	4.0	5.0	4.0	5.0	8.0	8.0	6.0
ENSDARG00000002909	tjp3	175.0	162.0	195.0	170.0	141.0	134.0	107.0	54.0	14.0	13.0	18.0	24.0	20.0	13.0	15.0	15.0	20.0	18.0
ENSDARG00000002912	adipor1a	44.0	53.0	118.0	144.0	32.0	14.0	15.0	17.0	32.0	24.0	23.0	19.0	19.0	33.0	32.0	37.0	34.0	31.0
ENSDARG00000002916	sec31b	3.0	8.0	35.0	38.0	30.0	25.0	16.0	11.0	11.0	6.0	8.0	7.0	7.0	10.0	7.0	8.0	11.0	11.0
ENSDARG00000002917	gls2b										0.7		0.3	0.6	0.9		3.0	9.0	10.0
ENSDARG00000002933	gbx2			7.0	4.0	2.0	0.4		0.4	43.0	22.0	19.0	18.0	15.0	16.0	27.0	18.0	13.0	14.0
ENSDARG00000002937	meis1a	1.0	2.0	1.0	3.0	3.0	3.0	2.0	5.0	34.0	54.0	59.0	60.0	51.0	48.0	41.0	32.0	26.0	21.0
ENSDARG00000002945	bgnb	2.0	1.0	3.0	5.0	3.0	2.0	2.0		2.0	0.5	1.0	1.0	1.0	2.0	3.0	8.0	11.0	11.0
ENSDARG00000002947	abcd3b	3.0	5.0	12.0	16.0	13.0	7.0	6.0	5.0	9.0	5.0	6.0	11.0	6.0	4.0	5.0	12.0	12.0	9.0
ENSDARG00000002949	ppp6c	190.0	304.0	290.0	264.0	196.0	147.0	129.0	132.0	156.0	139.0	142.0	123.0	111.0	114.0	95.0	91.0	80.0	69.0
ENSDARG00000002952	smo	0.3	0.9	4.0	4.0	10.0	46.0	59.0	74.0	78.0	67.0	62.0	44.0	38.0	41.0	23.0	15.0	12.0	10.0
ENSDARG00000002956	si:dkey-32n7.4	5.0	6.0	3.0	3.0	2.0	1.0	0.8	0.5	0.5		0.3	0.8	0.5	0.5	0.9	0.6	1.0	1.0
ENSDARG00000002959	gpr34b					0.7	0.7												
ENSDARG00000002967	pdap1b	75.0	92.0	87.0	89.0	58.0	33.0	21.0	36.0	29.0	23.0	25.0	34.0	33.0	28.0	39.0	53.0	47.0	46.0
ENSDARG00000002968	a1cf						7.0	22.0	43.0	11.0	2.0	6.0	17.0	12.0	2.0	9.0	30.0	43.0	33.0
ENSDARG00000002970	ss18	42.0	77.0	183.0	181.0	211.0	313.0	410.0	392.0	212.0	193.0	184.0	148.0	138.0	159.0	130.0	85.0	70.0	68.0
ENSDARG00000002971	phc1	7.0	12.0	39.0	41.0	39.0	39.0	44.0	47.0	33.0	31.0	32.0	28.0	25.0	29.0	16.0	10.0	11.0	10.0
ENSDARG00000002986	gda	0.8	1.0			0.5	2.0	0.8	0.5	4.0	3.0	3.0	2.0		1.0		3.0	17.0	23.0
ENSDARG00000002988	tnnt2d										1.0	3.0	24.0	128.0	197.0	302.0	276.0	225.0	190.0
ENSDARG00000002991	cep135	58.0	66.0	46.0	43.0	18.0	12.0	15.0	25.0	23.0	17.0	16.0	14.0	12.0	14.0	8.0	8.0	8.0	6.0
ENSDARG00000002994	itpkca	56.0	65.0	135.0	146.0	75.0	14.0	7.0	9.0	13.0	13.0	18.0	16.0	16.0	20.0	19.0	26.0	28.0	24.0
ENSDARG00000003008	prkcea	0.2	2.0	3.0	3.0	3.0	1.0	2.0	5.0	9.0	8.0	12.0	13.0	11.0	12.0	15.0	19.0	23.0	24.0
ENSDARG00000003017	ube2al	98.0	138.0	326.0	359.0	185.0	122.0	90.0	76.0	79.0	73.0	65.0	49.0	47.0	49.0	50.0	74.0	60.0	45.0
ENSDARG00000003020	lrrc4.2									1.0	0.8	2.0	3.0	3.0	4.0	6.0	14.0	16.0	18.0
ENSDARG00000003021	hdac8	54.0	66.0	54.0	45.0	49.0	47.0	41.0	23.0	20.0	20.0	21.0	21.0	18.0	14.0	15.0	12.0	11.0	9.0
ENSDARG00000003022	limk1b				0.8	1.0	0.4	0.4	0.9	6.0	6.0	7.0	8.0	8.0	6.0	7.0	7.0	6.0	6.0
ENSDARG00000003027	scnm1	1.0	9.0	57.0	73.0	51.0	13.0	9.0	6.0	7.0	6.0	5.0	4.0	7.0	5.0	5.0	4.0	5.0	3.0
ENSDARG00000003032	eif4a1b	60.0	77.0	76.0	105.0	95.0	71.0	47.0	37.0	80.0	109.0	185.0	260.0	360.0	285.0	396.0	439.0	442.0	482.0
ENSDARG00000003035	hspa9	26.0	37.0	174.0	194.0	164.0	181.0	168.0	150.0	132.0	108.0	151.0	145.0	103.0	93.0	71.0	99.0	84.0	65.0
